word1,word2,Distance,Layer,similarity,n_params,mpath,revision,step
 old, new,0.7788164550015979,0,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.5800880453932745,1,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.3733458285194683,2,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.24005005631528675,3,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.16994194152398356,4,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.16158704949872738,5,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.0004341016805525788,6,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.0001581964215980891,7,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00011811122135885199,8,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00010289073654812242,9,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00010166824350266168,10,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00010066987506907044,11,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.949545198684184e-05,12,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.873184544451075e-05,13,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.777691564005764e-05,14,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.651599819548995e-05,15,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.609142597688525e-05,16,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.609646563368823e-05,17,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.664448460666719e-05,18,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.721483013880317e-05,19,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,9.96623344002856e-05,20,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00010342087011561141,21,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.00012684694501541305,22,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.0005112892316178064,23,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 old, new,0.25690081122666186,24,1.58,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.6162454236724657,0,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.4300369303954056,1,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.23557177703240872,2,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.15752202943300264,3,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.09875738884174512,4,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.10200104870587856,5,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
 smart, intelligent,0.00034351392431919425,6,9.2,405334016,EleutherAI/pythia-410m,step143000,143000
