sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,2.1190582621954945e-10,0,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08680793990296742,1,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11915815421493692,2,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13942973439490103,3,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15966612115297762,4,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.166058754056147,5,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19846941842704258,6,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2063946276514712,7,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18557880882666344,8,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15059872797324736,9,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1461792922443187,10,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1468534265345297,11,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11208769426929355,12,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11392383130157901,13,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10675530957261781,14,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10234331065566182,15,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09825467913843944,16,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09498491302595635,17,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07326057110216433,18,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06506418897720512,19,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.055269111035515905,20,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05038385358434483,21,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04800723436698395,22,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07543744666898877,23,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11578745573314397,24,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,2.1190582621954945e-10,0,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1167880948064921,1,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15922850686261547,2,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18813590260406088,3,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2198911241472904,4,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.23085945226279547,5,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.24483352862745666,6,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.26464891431953064,7,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.23310201738044878,8,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19050188064005447,9,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1770202955756024,10,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18330989638215922,11,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1393474110845071,12,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1275938421050894,13,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11409861514650899,14,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1106983101286747,15,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10032964450240034,16,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08297696670728216,17,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06343975306411997,18,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05536259835445456,19,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step143000,143000
