sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12581487654911105,1,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15649804551486035,2,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.17562533443914052,3,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.25503141661217144,4,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.16280077781473024,5,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18836092078258893,6,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12529232405525048,7,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0773536947208513,8,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09033604278020224,9,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10478600969873719,10,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1381632966639047,11,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.00247914569784069,12,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16007016379156347,1,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20801649813612832,2,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.21260700468674243,3,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.3217698309567857,4,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2160016458322236,5,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.22776765055212544,6,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1745993291668564,7,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1042856210517521,8,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11990621233796928,9,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1497396645125666,10,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17136960250752797,11,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.003197796994319324,12,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07639420295015231,1,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10445302431483139,2,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10913520935601573,3,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18417552306495177,4,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.12377765003003616,5,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.099267702311583,6,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09322383400664502,7,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07727454334724826,8,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09931364557455824,9,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10850563996568952,10,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11465455004129133,11,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.00273519039746839,12,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10750260442359261,1,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17361609679758894,2,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18315276003231817,3,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step143000,143000
