item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model,checkpoint,n_params
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,a,The axe was horizontal.,match,muraki2021,horizontal,-15.240376006317904,EleutherAI/pythia-6.9b,16000,6857302016
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,b,The axe was vertical.,mismatch,muraki2021,vertical,-16.251705583431985,EleutherAI/pythia-6.9b,16000,6857302016
2,bat,a,Derek swung his bat as the ball approached.,a,The bat was horizontal.,match,muraki2021,horizontal,-13.00064051956657,EleutherAI/pythia-6.9b,16000,6857302016
2,bat,a,Derek swung his bat as the ball approached.,b,The bat was vertical.,mismatch,muraki2021,vertical,-12.637232918385228,EleutherAI/pythia-6.9b,16000,6857302016
3,book,a,The librarian put the book back on the table.,a,The book was horizontal.,match,muraki2021,horizontal,-18.065482782138414,EleutherAI/pythia-6.9b,16000,6857302016
3,book,a,The librarian put the book back on the table.,b,The book was vertical.,mismatch,muraki2021,vertical,-17.78464326937297,EleutherAI/pythia-6.9b,16000,6857302016
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",a,The bottle was horizontal.,match,muraki2021,horizontal,-17.64539104280984,EleutherAI/pythia-6.9b,16000,6857302016
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",b,The bottle was vertical.,mismatch,muraki2021,vertical,-17.439848419096418,EleutherAI/pythia-6.9b,16000,6857302016
5,bowl,a,James placed the bowl into an open space in the cabinet.,a,The bowl was horizontal.,match,muraki2021,horizontal,-12.565745800597451,EleutherAI/pythia-6.9b,16000,6857302016
5,bowl,a,James placed the bowl into an open space in the cabinet.,b,The bowl was vertical.,mismatch,muraki2021,vertical,-13.555105682239073,EleutherAI/pythia-6.9b,16000,6857302016
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",a,The broom was horizontal.,match,muraki2021,horizontal,-17.322315408807015,EleutherAI/pythia-6.9b,16000,6857302016
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",b,The broom was vertical.,mismatch,muraki2021,vertical,-17.038500052352965,EleutherAI/pythia-6.9b,16000,6857302016
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",a,The brush was horizontal.,match,muraki2021,horizontal,-17.77631803958538,EleutherAI/pythia-6.9b,16000,6857302016
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",b,The brush was vertical.,mismatch,muraki2021,vertical,-18.02895363968554,EleutherAI/pythia-6.9b,16000,6857302016
8,crayon,a,The toddler drew a kitty cat with his crayon on his bedroom door.,a,The crayon was horizontal.,match,muraki2021,horizontal,-15.733603041437807,EleutherAI/pythia-6.9b,16000,6857302016
8,crayon,a,The toddler drew a kitty cat with his crayon on his bedroom door.,b,The crayon was vertical.,mismatch,muraki2021,vertical,-16.90071158989599,EleutherAI/pythia-6.9b,16000,6857302016
