item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model,checkpoint,n_params
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,a,The axe was horizontal.,match,muraki2021,horizontal,-18.251934016791136,EleutherAI/pythia-6.9b,2,6857302016
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,b,The axe was vertical.,mismatch,muraki2021,vertical,-16.407154523152112,EleutherAI/pythia-6.9b,2,6857302016
2,bat,a,Derek swung his bat as the ball approached.,a,The bat was horizontal.,match,muraki2021,horizontal,-17.881739297624954,EleutherAI/pythia-6.9b,2,6857302016
2,bat,a,Derek swung his bat as the ball approached.,b,The bat was vertical.,mismatch,muraki2021,vertical,-14.827086667629313,EleutherAI/pythia-6.9b,2,6857302016
3,book,a,The librarian put the book back on the table.,a,The book was horizontal.,match,muraki2021,horizontal,-18.134860586342995,EleutherAI/pythia-6.9b,2,6857302016
3,book,a,The librarian put the book back on the table.,b,The book was vertical.,mismatch,muraki2021,vertical,-17.33814200257492,EleutherAI/pythia-6.9b,2,6857302016
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",a,The bottle was horizontal.,match,muraki2021,horizontal,-17.269614447962404,EleutherAI/pythia-6.9b,2,6857302016
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",b,The bottle was vertical.,mismatch,muraki2021,vertical,-17.09733323816974,EleutherAI/pythia-6.9b,2,6857302016
5,bowl,a,James placed the bowl into an open space in the cabinet.,a,The bowl was horizontal.,match,muraki2021,horizontal,-17.26056403071277,EleutherAI/pythia-6.9b,2,6857302016
5,bowl,a,James placed the bowl into an open space in the cabinet.,b,The bowl was vertical.,mismatch,muraki2021,vertical,-15.988504679193616,EleutherAI/pythia-6.9b,2,6857302016
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",a,The broom was horizontal.,match,muraki2021,horizontal,-18.60946666498945,EleutherAI/pythia-6.9b,2,6857302016
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",b,The broom was vertical.,mismatch,muraki2021,vertical,-16.428813288143438,EleutherAI/pythia-6.9b,2,6857302016
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",a,The brush was horizontal.,match,muraki2021,horizontal,-18.268328791494636,EleutherAI/pythia-6.9b,2,6857302016
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",b,The brush was vertical.,mismatch,muraki2021,vertical,-17.261597312470485,EleutherAI/pythia-6.9b,2,6857302016
8,crayon,a,The toddler drew a kitty cat with his crayon on his bedroom door.,a,The crayon was horizontal.,match,muraki2021,horizontal,-18.174266640683356,EleutherAI/pythia-6.9b,2,6857302016
8,crayon,a,The toddler drew a kitty cat with his crayon on his bedroom door.,b,The crayon was vertical.,mismatch,muraki2021,vertical,-17.815271423085484,EleutherAI/pythia-6.9b,2,6857302016
9,decoration,a,Laura threw the decoration in the drawer with the clothespin.,a,The decoration was horizontal.,match,muraki2021,horizontal,-18.695939508890103,EleutherAI/pythia-6.9b,2,6857302016
9,decoration,a,Laura threw the decoration in the drawer with the clothespin.,b,The decoration was vertical.,mismatch,muraki2021,vertical,-17.07765850650222,EleutherAI/pythia-6.9b,2,6857302016
10,flashlight,a,The hunter shone the flashlight into the mouth of the cavern.,a,The flashlight was horizontal.,match,muraki2021,horizontal,-17.02982256089228,EleutherAI/pythia-6.9b,2,6857302016
10,flashlight,a,The hunter shone the flashlight into the mouth of the cavern.,b,The flashlight was vertical.,mismatch,muraki2021,vertical,-15.421092742084811,EleutherAI/pythia-6.9b,2,6857302016
11,fire extinguisher,a,The race car driver fastened the fire-extinguisher under his seat.,a,The fire extinguisher was horizontal.,match,muraki2021,horizontal,-17.66848217517603,EleutherAI/pythia-6.9b,2,6857302016
11,fire extinguisher,a,The race car driver fastened the fire-extinguisher under his seat.,b,The fire extinguisher was vertical.,mismatch,muraki2021,vertical,-15.809118563809502,EleutherAI/pythia-6.9b,2,6857302016
12,glass,a,The waiter knocked over the wineglass while admiring Maureen's gown.,a,The glass was horizontal.,match,muraki2021,horizontal,-17.311915350731432,EleutherAI/pythia-6.9b,2,6857302016
12,glass,a,The waiter knocked over the wineglass while admiring Maureen's gown.,b,The glass was vertical.,mismatch,muraki2021,vertical,-15.99565230093405,EleutherAI/pythia-6.9b,2,6857302016
13,guitar,a,Mick strummed his guitar as he warmed up for the concert.,a,The guitar was horizontal.,match,muraki2021,horizontal,-19.038242807864584,EleutherAI/pythia-6.9b,2,6857302016
13,guitar,a,Mick strummed his guitar as he warmed up for the concert.,b,The guitar was vertical.,mismatch,muraki2021,vertical,-16.78385289284056,EleutherAI/pythia-6.9b,2,6857302016
14,gun,a,Annie raised the gun to fire at the target.,a,The gun was horizontal.,match,muraki2021,horizontal,-17.284940202338912,EleutherAI/pythia-6.9b,2,6857302016
14,gun,a,Annie raised the gun to fire at the target.,b,The gun was vertical.,mismatch,muraki2021,vertical,-15.739175342207291,EleutherAI/pythia-6.9b,2,6857302016
15,iron,a,"Frank pressed the iron onto his pants, hoping he wouldn't be late.",a,The iron was horizontal.,match,muraki2021,horizontal,-18.601521019505306,EleutherAI/pythia-6.9b,2,6857302016
