item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model,checkpoint,n_params
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,a,The axe was horizontal.,match,muraki2021,horizontal,-24.003095652917537,EleutherAI/pythia-12b,16,11846072320
1,axe,a,The lumberjack left his axe sticking in the top of the stump after winning the axe toss.,b,The axe was vertical.,mismatch,muraki2021,vertical,-19.569920901409496,EleutherAI/pythia-12b,16,11846072320
2,bat,a,Derek swung his bat as the ball approached.,a,The bat was horizontal.,match,muraki2021,horizontal,-23.02934639290057,EleutherAI/pythia-12b,16,11846072320
2,bat,a,Derek swung his bat as the ball approached.,b,The bat was vertical.,mismatch,muraki2021,vertical,-20.489048387649532,EleutherAI/pythia-12b,16,11846072320
3,book,a,The librarian put the book back on the table.,a,The book was horizontal.,match,muraki2021,horizontal,-23.668431196448843,EleutherAI/pythia-12b,16,11846072320
3,book,a,The librarian put the book back on the table.,b,The book was vertical.,mismatch,muraki2021,vertical,-20.83031854654738,EleutherAI/pythia-12b,16,11846072320
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",a,The bottle was horizontal.,match,muraki2021,horizontal,-23.983239140463127,EleutherAI/pythia-12b,16,11846072320
4,bottle,a,"Jessica stuck the bottle in the wine rack, anticipating a romantic evening.",b,The bottle was vertical.,mismatch,muraki2021,vertical,-19.85068329857792,EleutherAI/pythia-12b,16,11846072320
5,bowl,a,James placed the bowl into an open space in the cabinet.,a,The bowl was horizontal.,match,muraki2021,horizontal,-24.23138132190604,EleutherAI/pythia-12b,16,11846072320
5,bowl,a,James placed the bowl into an open space in the cabinet.,b,The bowl was vertical.,mismatch,muraki2021,vertical,-19.75330129170988,EleutherAI/pythia-12b,16,11846072320
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",a,The broom was horizontal.,match,muraki2021,horizontal,-23.27643737240028,EleutherAI/pythia-12b,16,11846072320
6,broom,a,"Janie grabbed the broom and rode it around the house, pretending it was her horse.",b,The broom was vertical.,mismatch,muraki2021,vertical,-20.232553527442725,EleutherAI/pythia-12b,16,11846072320
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",a,The brush was horizontal.,match,muraki2021,horizontal,-24.210949793939818,EleutherAI/pythia-12b,16,11846072320
7,brush,a,"The teenager placed her brush in the bottom of her bag, looking forward to the party.",b,The brush was vertical.,mismatch,muraki2021,vertical,-20.315845419183297,EleutherAI/pythia-12b,16,11846072320
8,crayon,a,The toddler drew a kitty cat with his crayon on his bedroom door.,a,The crayon was horizontal.,match,muraki2021,horizontal,-22.472682647416626,EleutherAI/pythia-12b,16,11846072320
